id,poj_unicode,hanji,poj_bunim_unicode,comment,hanlo_comment,tailo,page_number,new_comment
,An,侒,,"êng-êng, pîn-tōaⁿ, bô thâu-lō͘, chiū-sī bô tsòe sím-mi̍h.","閒閒, 貧惰, 無 頭路, 就是 無 做 甚物.",An1,5,
,An,垵,,"oaⁿ-ù, tsûn tī hái--ni̍h pha-tiàⁿ ê só͘-tsāi.","垵澳, 船 tī 海裡 拋錠 ê 所在.",An1,5,
,An,鞍,,"bé-oaⁿ, chiū-sī teh hō͘ lâng khiâ bé ê khì-kū.","馬鞍, 就是 teh hō͘ 人 騎 馬 ê 器具.",An1,5,
,an,按,Àn,"chhiú-hōaⁿ; an-khang, chiū-sī pûn phín-á, an phín-á khang.","手hōaⁿ; an孔, 就是 pûn phín-á, an phín-á 孔.",an1,5,
,án,阿,O,"seng-tì ê jī, chhin-chhiūⁿ án-koaⁿ, án-niû, án-gū.","先置 ê 字, 親像 俺官, 俺娘, 俺寓.",an2,5,
,Àn,案,,"phòaⁿ-toàn sím-mn̄g ê toh, i-oá ê toh, kài-hān, àn-kiāⁿ; hiuⁿ-oàⁿ.","判斷 審問 ê 桌, 依oá ê 桌, 界限, 案件; 香案.",An3,5,
,Àn,晏,,"thiⁿ chheng-chheng, chēng-chēng, an-jiân; hô-hó, mńg-po͘; sî-oàⁿ, khah-oàⁿ.","天 清清, 靜靜, 安然; 和好, 晚晡; 時晏, khah晏.",An3,5,
,Àn,按,,"bong, khîⁿ; tiāⁿ-tio̍h, soah, chhâ-si̍t; chhiú hōaⁿ, hōaⁿ-tiāⁿ.","摸, 拑; 定tio̍h, soah, 查實; 手扞, 扞定.",An3,6,
,Àn,鷃,,"sòe-chiah ê chiáu-á, put-sî tòa tī tōe--ni̍h, bô hioh tī chhiū-téng.","細隻 ê 鳥á, 不時 tòa tī 地裡, 無 歇 tī 樹頂.",An3,6,
,Àn,鴳,,"sòe-chiah chiáu-á chhin-chhiūⁿ ian-chhun, sî-sî tī tōe--ni̍h.","細隻 鳥á 親像 鵪鶉, 時時 tī 地裡.",An3,6,
,Àn,咹,,"soah, kóng-oē sòe-sòe siaⁿ, kóng-oē bêng-pe̍k, siaⁿ-soah.","soah, 講話 細細 聲, 講話 明白, 聲soah.",An3,6,
,àn,安,An,"àn-sek-hiuⁿ, chiū-sī chi̍t chéng ê ka ê io̍h-miâ.","案室香, 就是 一 種 ê 膠 ê 藥名.",an3,6,
,àn,宴,Iàn,"àn-chhài, chiū-sī pān chhiáⁿ lâng-kheh ê mi̍h.","宴菜, 就是 辦 請 人客 ê 物.",an3,6,
,Ân,𢰍,,"pa̍k-ân, chiū-sī ēng soh-á pa̍k-ân ê ì-sù.","縛ân, 就是 用 索á 縛ân ê 意思.",An5,6,
,ân,緊,[Hín|Kín],"pa̍k-ân; pek-ân; siaⁿ ân-tan; ân-sò, chiū-sī bô-chîⁿ ê ì-sù.","縛ân; 逼ân; 聲 ân癉; ân燥, 就是 無錢 ê 意思.",an5,6,
,ān,限,Hān,"ān-chè; khoan-ān; ān tī-sî; bô kài-ān, chiū-sī bô hun-piat.","限制; 寬限; 限 tī時; 無 界限, 就是 無 分別.",an7,6,
,ang,汪,Ong,ang-iông chiū-sī khoah-tōa ê tōa-hái; jī-sìⁿ.,汪洋 就是 闊大 ê 大海; 字姓.,ang1,6,
,ang,翁,Ong,"chiáu-á ê miâ, chhin-chhiūⁿ tiò-hî-ang; á-sī lāu-lâng; tiò-hî ê lāu-lâng ê siōng.","鳥á ê 名, 親像 釣魚翁; 抑是 老人; 釣魚 ê 老人 ê 像.",ang1,6,
,ang,𩔚,Ong,"chiáu-á ê miâ, chhin-chhiūⁿ tiò-hî-ang; á-sī lāu-lâng; tiò-hî ê lāu-lâng ê siōng.","鳥á ê 名, 親像 釣魚翁; 抑是 老人; 釣魚 ê 老人 ê 像.",ang1,6,
,ang,尫,Ong,ang-î; ang-sîn; ang-á; ang-kong-tsó͘; pài-ang.,尪姨; 尪神; 尪á; 尪公祖; 拜尪.,ang1,6,
,ang,尩,Ong,"giâ-ang, chiū-sī teh giâ-pu̍t, iā-sī pu̍t-miâ.","giâ尪, 就是 teh giâ佛, 也是 佛名.",ang1,6,
,ang,㑌,Ong,"giâ-ang, chiū-sī teh giâ-pu̍t, iā-sī pu̍t-miâ.","giâ尪, 就是 teh giâ佛, 也是 佛名.",ang1,6,
,ang,公,[Hong|Kong],"ang-bó͘, kè-ang, ang-pô, bô ang-bó͘-chêng.","翁bó͘, 嫁翁, 翁婆, 無 翁bó͘情.",ang1,6,
,ang,—,,"tōa-bé hî ê miâ, chhin-chhiūⁿ hái-ang.","大尾 魚 ê 名, 親像 海翁.",ang1,6,
,Áng,傟,,"áng-láng, áng-láng siūⁿ, áng-láng pháiⁿ, áng-láng ok.","áng籠, áng籠 想, áng籠 pháiⁿ, áng籠 惡.",Ang2,6,
,Àng,塕,,"siâⁿ-mn̂g lāi-gōa mn̂g ê khàng-tōe, chiū-sī lāi-bīn ê khàng-tōe.","城門 內外 門 ê 曠地, 就是 內面 ê 空地.",Ang3,6,
,àng,齆,Òng,"àng-àng, hī-khang àng-àng, àng-hī.","齆齆, 耳孔 齆齆, 齆耳.",ang3,6,
,àng,甕,Òng,"gín-á chia̍h bi̍t-àng, tsúi-àng, kān phê-àng.","gín-á 食 蜜甕, 水甕, kān 皮齆.",ang3,6,
,àng,𧝸,Òng,"be̍h-àng, chiū-sī be̍h ê be̍h-chhiûⁿ, sī be̍h-tóe téng-bīn ê be̍h-chhiûⁿ.","襪甕, 就是 襪 ê 襪牆, 是 襪底 頂面 ê 襪牆.",ang3,6,
,àng,𩍓,Òng,"hia-àng, chiū-sī hia ê hia-kóng, sī oê-tóe téng-bīn ê hia-kóng.","靴甕, 就是 靴 ê 靴管, 是 鞋底 頂面 ê 靴管.",ang3,6,
,âng,洪,Hông,Thài-pêng-ông ê miâ; chiū-sī tn̂g-thâu-mn̂g thâu-lâng ê miâ.,太平王 ê 名; 就是 長頭毛 頭人 ê 名.,ang5,6,
,âng,紅,Hông,"âng-tsó, âng-mn̂g, âng-îⁿ, âng-hoe, âng-khī; âng-bō-iaⁿ.","紅棗, 紅毛, 紅圓, 紅花, 紅柿; 紅帽纓.",ang5,6,
,âng,𧌄,Iam,"âng-le̍k-kôe, chiū-sī pak-pō͘ kak-khak lūi ê bah lâi sīⁿ-iâm ê.","紅綠鮭, 就是 北部 穀麴 類 ê 肉 來 豉鹽 ê.",ang5,6,
,Ap,匎,,"khàm-ba̍t, bih-teh; bô chhia-chhí, chiū-sī bô lām-sám tsòe.","khàm密, bih-teh; 無 奢侈, 就是 無 濫糝 做.",Ap4,6,
,Ap,鴨,,"ah, ah-bú; ah-kak, ah ê kang ê, iā ū lâng kóng ah-heng-á.","鴨, 鴨母; 鴨鵤, 鴨 ê 公 ê, 也 有 人 講 鴨興á.",Ap4,6,
,Ap,押,,"gê-mn̂g; hōaⁿ-tiāⁿ, khu-sok, siú-kò͘, ké-sàng, chè-ap, koaiⁿ-teh.","衙門; 扞定, 拘束, 守顧, 解送, 制壓, 關teh.",Ap4,6,
,Ap,姶,,súi ê hū-jîn-lâng; kó͘-tsá koaⁿ ê sòe-î ê miâ.,媠 ê 婦人人; 古早 官 ê 細姨 ê 名.,Ap4,6,
,Ap,哈,,"hî ê chhùi; chi̍t-kûn hî tsòe-hé teh siû, ēng chhùi lâi suh á-sī lim.","魚 ê 嘴; 一群 魚 做伙 teh 泅, 用 嘴 來 suh 抑是 lim.",Ap4,7,
,Ap,㔩,,"hū-jîn-lâng ê gûn-chhùi-jián, chhin-chhiūⁿ o͘-kun ê khoán-sit.","婦人人 ê 銀翠jián, 親像 烏巾 ê 款式.",Ap4,7,
,Ap,齾,,"kiám chi̍t-ki ê chhùi-khí; m̄ chiâⁿ-mi̍h, cheng-siⁿ só͘ chia̍h chhun ê mi̍h.","減 一支 ê 嘴齒; m̄ 成物, 精牲 所 食 chhun ê 物.",Ap4,7,
,Ap,盫,,"saⁿ-kha tiáⁿ, oáⁿ, au-á ê kòa, chhin-chhiūⁿ hip-au ê khoán.","三腳 鼎, 碗, 甌á ê 蓋, 親像 翕甌 ê 款.",Ap4,7,
,Ap,盦,,"saⁿ-kha tiáⁿ, oáⁿ, au-á ê kòa, chhin-chhiūⁿ hip-au ê khoán.","三腳 鼎, 碗, 甌á ê 蓋, 親像 翕甌 ê 款.",Ap4,7,
,Ap,唈,,"chhoán tōa-khùi, chhin-chhiūⁿ lô-siong ê pīⁿ-lâng.","喘 大氣, 親像 癆傷 ê 病人.",Ap4,7,
,Ap,壓,,"chhi̍h-lo̍h, húi-hoāi, at-chè, nôa-tsa̍h, at-chí; teh, pó͘-that; ap-chè.","chhi̍h落, 毀壞, 遏制, 攔閘, 遏止; 硩, 補塞; 壓制.",Ap4,7,
,Ap,閘,,"tsúi-tsa̍h; siâⁿ ê ài-mn̂g, chhut-ji̍p ê tōa-mn̂g; kiô thâu-chêng ê kiô-tsa̍h.","水閘; 城 ê 隘門, 出入 ê 大門; 橋 頭前 ê 橋閘.",Ap4,7,
,Ap,霅,,lo̍h-hō͘ ê siaⁿ; sih-nà teh sih; hōa-háu ê siaⁿ; hô ê miâ.,落雨 ê 聲; 熾爁 teh 熾; 譁哮 ê 聲; 河 ê 名.,Ap4,7,
,Ap,㷈,,beh hoa ê hé; ēng hé-hu lâi khàm hō͘ hé bōe siuⁿ iām.,beh hoa ê 火; 用 火灰 來 khàm hō͘ 火 bōe siuⁿ炎.,Ap4,7,
,A̍p,狎,,"ha̍k-si̍p, koàn-sì; chhin-kūn; koai ê káu; hut-lio̍k, keng-e̍k, ap-siat.","學習, 慣勢; 親近; 乖 ê 狗; 忽略, 更易, 狎褻.",Ap8,7,
,A̍p,盒,,tóe sio-sàng ê mi̍h ê siuⁿ-á; pôaⁿ-a̍p; iā-sī ū kòa ê pôaⁿ.,貯 相送 ê 物 ê 箱á; 盤盒; 也是 有 蓋 ê 盤.,Ap8,7,
,A̍p,匣,,"khoeh-á, chiàn-a̍h, hoe-a̍h, ge̍k-a̍h.","篋á, 餞盒, 花盒, 玉盒.",Ap8,7,
,A̍p,柙,,"chhiū ê miâ; koaiⁿ iá-siù ê tû, tsa̍h, a̍h, lân-kan-chí; kòng lâng ê só͘-tsāi.","樹 ê 名; 關 野獸 ê 櫥, 閘, 匣, 欄杆子; 摃 人 ê 所在.",Ap8,7,
,A̍p,盍,,"khiàm-teh; sio-ha̍p; siáⁿ-sū m̄, tò-hoán mn̄g ê ì-sù.","欠teh; 相合; 啥事 m̄, 倒反 問 ê 意思.",Ap8,7,
,A̍p,𢘉,,"khoài-lo̍k; sim-koaⁿ khui, chiū-sī hoaⁿ-hí ê ì-sù.","快樂; 心肝 開, 就是 歡喜 ê 意思.",Ap8,7,
,A̍p,𩉾,,"bé-oaⁿ ê jio̍k-á, chiū-sī hō͘ lâng thang chē.","馬鞍 ê 褥á, 就是 hō͘ 人 thang坐.",Ap8,7,
,A̍p,廅,,"hia̍t, á-sī tōng tī soaⁿ--ni̍h, chiong mi̍h lâi khǹg.","穴, 抑是 洞 tī 山裡, 將 物 來 khǹg.",Ap8,7,
,A̍p,盇,,lâng hia̍p-le̍k tsòe chi̍t-tsân sū; ēng mi̍h lâi khàm; tò-hoán mn̄g ê jī.,人 協力 做 一層 事; 用 物 來 khàm; 倒反 問 ê 字.,Ap8,7,
,A̍p,呷,,thun-lo̍h-âu; chhì-bī; suh-tsúi chhin-chhiūⁿ hî.,吞落喉; 試味; 欶水 親像 魚.,Ap8,7,
,A̍p,嗑,,gâu kóng-oē; iā bat ēng tsòe lim ê ì-sù.,gâu 講話; 也 bat 用 做 lim ê 意思.,Ap8,7,
,a̍p,合,Ha̍p,"thiⁿ a̍p-a̍p, chiū-sī thiⁿ o͘-im beh lo̍h-hō͘ ê khoán-sit.","天 合合, 就是 天 烏陰 beh 落雨 ê 款式.",ap8,7,
,At,乞,,chi̍t-hō o͘-chiáu ê miâ; iā-sī oh-tit chhut-lâi ê ì-sù.,一號 烏鳥 ê 名; 也是 oh得 出來 ê 意思.,At4,7,
,At,圠,,"thô͘-hún tsòe liâm, á-sī kian-tēng ê ì-sù.","土粉 做 黏, 抑是 堅𠕇 ê 意思.",At4,7,
,At,𡴭,,chi̍t tiâu soaⁿ oai-oai chhoa̍h-chhoa̍h ê só͘-tsāi.,一 條 山 歪歪 chhoa̍h-chhoa̍h ê 所在.,At4,7,
,At,遏,,"tsoa̍t-tn̄g, ah-soah, chè-ap; tui-jip; at-chí, thêng-kha, tsó͘-chí.","絕斷, 押soah, 制壓; 追jip; 遏止, 停腳, 阻止.",At4,7,
,At,揠,,chha̍k; pu̍ih-khí-lâi; chhin-chhiūⁿ pu̍ih-chháu ê khoán-sit.,鑿; 拔起來; 親像 拔草 ê 款式.,At4,7,
,At,頞,,"iá-siù ê miâ; phīⁿ-oaⁿ; bé-oaⁿ, chiū-sī khiâ-bé ê khì-kū.","野獸 ê 名; 鼻鞍; 馬鞍, 就是 騎馬 ê 器具.",At4,7,
,At,閼,,"that; koaiⁿ; m̄ ài hō͘ sī-tōa-lâng tsai, phiàn lâng; an-jiân tsū-tsāi.","塞; 關; m̄ 愛 hō͘ 序大人 知, 騙 人; 安然 自在.",At4,7,
,At,毼,,"Boán-chiu-lâng teh ēng ê chho͘-nî pò͘; siù ê phê; phú ê sek, sòng-hiong.","滿洲人 teh 用 ê 粗呢 布; 獸 ê 皮; 殕 ê 色, sòng-hiong.",At4,7,
,At,胺,,"chhàu-nōa ê bah, chhin-chhiūⁿ chi̍t-tè khǹg siuⁿ-kú sit-bī.","臭爛 ê 肉, 親像 一塊 khǹg 傷久 失味.",At4,8,
,At,𡇼,,lo̍k-tô pi-ai ê siaⁿ.,駱駝 悲哀 ê 聲.,At4,8,
,At,堨,,pit-phāng tī piah-ni̍h; hé-hu-sek ê nōa-thô͘.,pit縫 tī 壁裡; 火灰色 ê 爛土.,At4,8,
,At,䰲,,"chi̍t-hō bô-lân ê hî, chhin-chhiūⁿ hê-ko͘-hî.","一號 無鱗 ê 魚, 親像 蝦蛄魚.",At4,8,
,At,𪖐,,khiàu-phīⁿ; á-sī oê ê phīⁿ khiàu-khiàu.,蹺鼻; 抑是 鞋 ê 鼻 蹺蹺.,At4,8,
,At,𢉥,,lâng khiā-ke ê chhù oe̍h-oe̍h.,人 khiā家 ê 厝 狹狹.,At4,8,
,At,䯉,,lâng bô sóng-khoài; oh-tit chhoán-khùi.,人 無 爽快; oh得 喘氣.,At4,8,
,At,咹,,"kóng-oē sòe-siaⁿ; kóng-oē bêng-pe̍k; soah, siaⁿ-soah.","講話 細聲; 講話 明白; soah, 聲soah.",At4,8,
,At,曷,,"mn̄g ê ì-sù; beh-thái; sím-mi̍h, siáⁿ-sū; tsó͘-chí; háng.","問 ê 意思; beh-thái; 甚物, 啥事; 阻止; 哄.",At4,8,
,At,䦪,,"mn̂g koaiⁿ, khui, siⁿ-siⁿ-soai̍hⁿ-soai̍hⁿ ê siaⁿ.","門 關, 開, siⁿ-siⁿ-soai̍hⁿ-soai̍hⁿ ê 聲.",At4,8,
,At,輵,,"chhia ê siaⁿ; pâi-lia̍t chhèng-to, á-sī chhiuⁿ kng ê iáⁿ; chham-chhap, chhiong-pōng.","車 ê 聲; 排列 銃刀, 抑是 鎗 光 ê 影; 參插, 衝碰.",At4,8,
,At,軋,,"chhia-lûn ân-ân teh háu, í-kip géng ê siaⁿ, tsúi ê siaⁿ; giâ-kê.","車輪 ân-ân teh 哮, 以及 研 ê 聲, 水 ê 聲; giâ枷.",At4,8,
,Au,凹,,"lap-kōe, thap-lo̍h, lap-khut; lap-khang, chiū-sī bô-pîⁿ ê ì-sù.","塌低, 塌落, 塌窟; 塌空, 就是 無平 ê 意思.",Au1,8,
,Au,漚,,chìm mi̍h hō͘ ī nńg; tsúi-bīn ê tsúi-phe̍h.,浸 物 hō͘ 伊 軟; 水面 ê 水phe̍h.,Au1,8,
,Au,慪,,"kek lâng siū-khì; tsun-kèng; kian-līn, chiū-sī tàng-sng ê ì-sù.","激 人 受氣; 尊敬; 堅吝, 就是 凍酸 ê 意思.",Au1,8,
,Au,甌,,"lim-tsúi ê khì-kū, chhin-chhiūⁿ hûi-au, tê-au.","lim水 ê 器具, 親像 瓷甌, 茶甌.",Au1,8,
,Au,𥕥,,"lim-tsúi ê khì-kū, chhin-chhiūⁿ hûi-au, tê-au.","lim水 ê 器具, 親像 瓷甌, 茶甌.",Au1,8,
,Au,歐,,chhiùⁿ-koa ê siaⁿ; phah; to ê miâ; chiu ê miâ.,唱歌 ê 聲; phah; 刀 ê 名; 洲 ê 名.,Au1,8,
,Au,熰,,"joa̍h-thiⁿ tōa khòng-hān ê sî, lâng ēng chè-hiàn lâi kiû.","熱天 大 炕旱 ê 時, 人 用 祭獻 來 求.",Au1,8,
,Au,謳,,lâng ēng koa lâi chhiùⁿ; pún-tōe thó͘-im ê koa.,人 用 歌 來 唱; 本地 土音 ê 歌.,Au1,8,
,Au,䁱,,"ba̍k-chiu thap-thap, chhin-chhiūⁿ lâm-pō͘ ê lâng.","目睭 塌塌, 親像 南部 ê 人.",Au1,8,
,Au,坳,,"thô͘-bīn lap-u, kham-kham khia̍t-khia̍t bô-pîⁿ.","土面 蹋窩, kham-kham khia̍t-khia̍t 無平.",Au1,8,
,au,—,,"au-tsau, au-lâu, chiū-sī bīn lâ-sâm, khiap-sì.","漚糟, 漚流, 就是 面 lâ-sâm, 怯勢.",au1,8,
,Áu,[⿰亞殳|𣪅],,"gīm kûn-thâu-bú, á-sī chhâ-thûi lâi saⁿ tí-te̍k; lâng hò͘ⁿ-ióng.","gīm 拳頭母, 抑是 柴槌 來 相 抵敵; 人 好勇.",Au2,8,據釋義當係「毆」異體，原書字形訛誤。
,Áu,眑,,ba̍k-chiu thap-u; tsù-ba̍k teh siūⁿ; bīn bô chheng-siù; chhim-hn̄g ê khoán-sit.,目睭 蹋窩; 注目 teh 想; 面 無 清秀; 深遠 ê 款式.,Au2,8,
,Áu,毆,,"ēng koáiⁿ-á saⁿ-phah, kòng-mi̍h, áu-jio̍k, áu-táⁿ; iô-chi̍h, chiū-sī at-tn̄g.","用 枴á 相phah, 摃物, 毆辱, 毆打; 搖折, 就是 at斷.",Au2,8,
,Áu,敺,,"ēng koáiⁿ-á saⁿ-phah, kòng-mi̍h, áu-jio̍k, áu-táⁿ; iô-chi̍h, chiū-sī at-tn̄g.","用 枴á 相phah, 摃物, 毆辱, 毆打; 搖折, 就是 at斷.",Au2,8,
,Áu,拗,,"khiau; ûi-ke̍h; chih, chi̍h, ēng chhiú lia̍p; áu-chi̍h; áu-chih; áu-bân; áu-khiau.","曲; 違逆; 摺, 折, 用 手 捏; 拗折; 拗摺; 拗蠻; 拗曲.",Au2,8,
,Áu,坳,,thô͘ bīn lap-u kham-kham khia̍t-khia̍t bô-pîⁿ.,土 面 蹋窩 kham-kham khia̍t-khia̍t 無平.,Au2,8,
,Áu,𥑑,,thô͘ bīn ū chio̍h-thâu-á iā bô-pîⁿ.,土 面 有 石頭á 也 無平.,Au2,8,
,Áu,𩈏,,"bīn khiàu lìn-tńg, bīn-àu; khiap-sì; bīn àu-tū-tū.","面 翹 輾轉, 面漚; 怯勢; 面 漚tū-tū.",Au2,9,
,Áu,㕭,,"kiáu-jiáu ê siaⁿ, chhin-chhiūⁿ káu teh pūi, á-sī loān-loān háu.","攪擾 ê 聲, 親像 狗 teh 吠, 抑是 亂亂 哮.",Au2,9,
,Áu,袎,,oê téng-bīn ê phê; be̍h ê be̍h-chhiûⁿ.,鞋 頂面 ê 皮; 襪 ê 襪牆.,Au2,9,
,Áu,詏,,lâng ēng mâu-tún ê oē saⁿ kong-kek.,人 用 矛盾 ê 話 相 攻擊.,Au2,9,
,Áu,靿,,"phê-oê ê hia-kóng, sī bú-koaⁿ khah siông teh ēng ê.","皮鞋 ê 靴管, 是 武官 khah 常 teh 用 ê.",Au2,9,
,Áu,媼,,"thó͘-tōe ê sîn; lāu hū-jîn-lâng, lāu-bú, lāu-pô.","土地 ê 神; 老 婦人人, 老母, 老婆.",Au2,9,
,áu,嘔,Ó͘,"áu-thò͘, áu-tsúi; khang-áu chiū-sī beh thò͘ bô mi̍h.","嘔吐, 嘔水; 空嘔 就是 beh 吐 無 物.",au2,9,
,áu,—,,"gām-áu-á, léng-áu, chiū-sī hî ê miâ.","憨拗á, 冷拗, 就是 魚 ê 名.",au2,9,
,Àu,拗,,"koāi-phiah, pháiⁿ sèng-tē; à-pà, chip-àu; lām-sám tsòe.","乖癖, pháiⁿ 性地; à霸, à拗; 濫糝 做.",Au3,9,
,Àu,𥑑,,thô͘ bīn ū chio̍h-thâu-á ia̍h bô-pîⁿ.,土 面 有 石頭á 亦 無平.,Au3,9,
,àu,臭,Hiù,"àu-chhàu, àu-chiat, àu-khì, chiū-sī mi̍h pháiⁿ-bī ê ì-sù.","àu臭, àu節, àu去, 就是 物 pháiⁿ味 ê 意思.",au3,9,
,àu,懊,Ò,"àu-láu, àu-làu; àu-e̍h, chiū-sī sim-koaⁿ ut-tsut bô hoaⁿ-hí.","懊扭, 懊漏; 懊鬱, 就是 心肝 鬱卒 無 歡喜.",au3,9,
,âu,呼,Ho͘,"âu-kiò, âu-kiù, khòng-khòng-âu, chiū-sī chhut-siaⁿ kiò-lâng.","喉叫, 喉救, khòng-khòng 喉, 就是 出聲 叫人.",au5,9,
,âu,喉,Hô͘,"nâ-âu, nâ-âu-kńg, thun bōe lo̍h-âu, nâ-âu tih-á, âu-tīⁿ.","嚨喉, 嚨喉管, 吞 bōe 落喉, 嚨喉 滴á, 喉滇.",au5,9,
,âu,㗋,Hô͘,"nâ-âu, nâ-âu-kńg, thun bōe loh-âu, nâ-âu tih-á, âu-tīⁿ.","嚨喉, 嚨喉管, 吞 bōe 落喉, 嚨喉 滴á, 喉滇.",au5,9,
,āu,後,[Hô͘|Hō͘],"āu-lâi, āu-bé, kha-chiah-āu; ke-āu; āu-ji̍t; āu-bú.","後來, 後尾, 尻脊後; 家後; 後日; 後母.",au7,9,
,auⁿ,—,,"auⁿ-auⁿ-háu, chiū-sī gín-á á-sī káu teh auⁿ-auⁿ-háu.","auⁿ-auⁿ哮, 就是 gín-á 抑是 狗 teh auⁿ-auⁿ哮.",aunn1,9,
,áuⁿ,—,,"ut-áuⁿ, kóng-oē ut-áuⁿ, chiū-sī kóng-oē bô-bêng tiuh chi̍h-kun.","鬱áuⁿ, 講話 鬱áuⁿ, 就是 講話 無明 搐 舌根.",aunn2,9,
,āuⁿ,—,,"pûn āuⁿ-u, chiū-sī pûn gû-kak-kó͘.","pûn āuⁿ-u, 就是 pûn 牛角鼓.",aunn7,9,
,ba,—,,"phah-ba-ba; kap lâng phah-ba-ba; chhiò ba-ba, ba-bún-chhiò.","phah ba-ba; kap 人 phah ba-ba; 笑 ba-ba, ba吻笑.",ba1,9,
,bá,—,,"kap-bá, ap-bá, bé-jī kap ""á"" jī sio-siāng.","蛤bá, 鴨bá, 尾字 kap ""á"" 字 相像.",ba2,9,
,Bâ,𪐎,,"chi̍t-hō ê sóe-á; sóe-á-kó, sóe-á-sūi.","一號 ê 黍á; 黍á槁, 黍á穗.",Ba5,9,
,Bâ,痲,,"phê-bah m̄-tsai thiàⁿ, thái-ko-thâu, jia̍t-pīⁿ, bâ-hong, bâ-pì.","皮肉 m̄知 疼, 癩頭, 熱病, 麻瘋, 麻痺.",Ba5,9,
,Bâ,𥉵,,tsù-ba̍k khòaⁿ chin kú; ba̍k-chiu bū in-ūi àn-ni.,注目 看 真 久; 目睭 霧 因為 按呢.,Ba5,9,
,Bâ,䳸,,"chiáu-á, chhin-chhiūⁿ iá-gô ê khoán; chhek-chiáu-á.","鳥á, 親像 野鵝 ê 款; 粟鳥á.",Ba5,9,
,Bâ,麻,,"n̂g-môa, chiū-sī sio̍k tōe-á ê lūi, iûⁿ-môa, lūn o͘-niau.","黃麻, 就是 屬 苧á ê 類, 楊麻, 論 烏貓.",Ba5,9,
,Bâ,蔴,,"bâ-lūi; seng-bâ; song-ho̍k, sèng-chí.","麻類; 升麻; 喪服, 聖旨.",Ba5,9,
,bâ,錨,Biâu,"thih-bâ-jî, chiū-sī ū saⁿ-ki khí ê tsûn-tiàⁿ.","鐵錨兒, 就是 有 三支 齒 ê 船碇.",ba5,9,
,bâ,猫,Biâu,"soaⁿ-bâ, iá-bâ, ké-chí-bâ, chhin-chhiūⁿ niau ê khoán-sit.","山貓, 野貓, 果子貓, 親像 貓 ê 款式.",ba5,9,
,bâ,貓,Biâu,"soaⁿ-bâ, iá-bâ, ké-chí-bâ, chhin-chhiūⁿ niau ê khoán-sit.","山貓, 野貓, 果子貓, 親像 貓 ê 款式.",ba5,10,
,bâ,蝥,Mâu,"pan-bâ, chiū-sī thâng ê miâ, ēng tsòe phòng-phā ê io̍h ê ku-á.","斑蝥, 就是 蟲 ê 名, 用 做 凸皰 ê 藥 ê 龜á.",ba5,10,
,bâ,⿱敄䖵,Mâu,"pan-bâ, chiū-sī thâng ê miâ, ēng tsòe phòng-phā ê io̍h ê ku-á.","斑蝥, 就是 蟲 ê 名, 用 做 膨皰 ê 藥 ê 龜á.",ba5,10,
,bâ,媌,Biâu,"bâ-thâu, chiū-sī hoe-keng ê piáu-thâu, āu-bú-bâ, chhiong-bâ.","媌頭, 就是 花間 ê 婊頭, 後母媌, 娼媌.",ba5,10,
,bâ,—,,"bâ-io̍h, chiū-sī hō͘-lâng bâ-tsùi bōe thiàⁿ.","麻藥, 就是 hō͘人 麻醉 bōe 疼.",ba5,10,
,bâ,—,,"bâ-bui-chhiò, chiū-sī hoaⁿ-hí chhiò bô chhut-siaⁿ.","bâ微笑, 就是 歡喜 笑 無 出聲.",ba5,10,
,Bā,峇,,"soaⁿ-hia̍t, Ìn-tō͘ kūn-tó ê hái-sū, Hàn-jîn chhut-sì tī-hia.","山穴, 印度 近島 ê 海嶼, 漢人 出世 tī hia.",Ba7,10,
,bā,覔,Be̍k,"chhâ-khó, chhē, mn̄g, bā thâu-lō͘; bā-tsûn, bā-chia̍h.","查考, chhē, 問, 覓 頭路; 覓船, 覓食.",ba7,10,
,bā,覓,Be̍k,"chhâ-khó, chhē, mn̄g, bā thâu-lō͘; bā-tsûn, bā-chia̍h.","查考, chhē, 問, 覓 頭路; 覓船, 覓食.",ba7,10,
,bā,密,Bi̍t,"ba̍t-ba̍t, á-sī sio-bat ê ì-sù; chhin-chhiūⁿ tah-bā.","密密, 抑是 相bat ê 意思; 親像 貼密.",ba7,10,
,bā,宻,Bi̍t,ún-tàng; sī tāi-chì bêng-pe̍k ê ì-sù.,穩當; 是 tāi-chì 明白 ê 意思.,ba7,10,
,bā,碼,Má,"chhioh-tō͘ ê miâ, chiū-sī saⁿ-chhioh chi̍t-hun poeh-lî tsòe chi̍t-bā.","尺度 ê 名, 就是 三尺 一分 八釐 做 一碼.",ba7,10,
,bā,鴞,Hiau,"bā-hio̍h, chiū-sī oē boa̍h koe ê chiáu-miâ.","bā-hio̍h, 就是 會 boa̍h 雞 ê 鳥名.",ba7,10,
,bā,痲,Bâ,"sīⁿ mi̍h m̄-hó ê khoán, chhin-chhiūⁿ chhiūⁿ bā; bā-bū.","豉 物 m̄好 ê 款, 親像 上 痲; 痲霧.",ba7,10,
,bah,月,Jio̍k,"bah ê lūi, chhin-chhiūⁿ ti-bah, gû-bah, bah-lê, bah-soāiⁿ.","肉 ê 類, 親像 豬肉, 牛肉, 肉螺, 肉檨.",bah4,10,
